"UF";"Municipio";"Codigo";"Ano";"Robson";"cesarea_antes_do_parto";"Nascidos"
"AC";"BUJARI";120013;2012;4;3;1
"AC";"BUJARI";120013;2014;2;NA;5
"AC";"BUJARI";120013;2014;2;1;1
"AC";"BUJARI";120013;2014;4;NA;8
"AC";"BUJARI";120013;2014;4;1;2
"AC";"BUJARI";120013;2015;2;NA;7
"AC";"BUJARI";120013;2015;4;NA;8
"AC";"BUJARI";120013;2015;4;1;1
"AC";"BUJARI";120013;2015;4;9;1
"AC";"BUJARI";120013;2016;2;1;1
"AC";"BUJARI";120013;2016;2;3;1
"AC";"BUJARI";120013;2016;2;9;1
"AC";"BUJARI";120013;2016;4;3;2
"AC";"BUJARI";120013;2017;2;2;1
"AC";"BUJARI";120013;2017;2;3;2
"AC";"BUJARI";120013;2017;4;3;5
"AC";"BUJARI";120013;2018;2;1;4
"AC";"BUJARI";120013;2018;2;3;7
"AC";"BUJARI";120013;2018;4;1;1
"AC";"BUJARI";120013;2018;4;2;2
"AC";"BUJARI";120013;2018;4;3;4
"AC";"BUJARI";120013;2019;2;1;13
"AC";"BUJARI";120013;2019;2;2;1
"AC";"BUJARI";120013;2019;2;3;4
"AC";"BUJARI";120013;2019;4;1;11
"AC";"BUJARI";120013;2019;4;3;11
"AC";"BUJARI";120013;2020;2;1;1
"AC";"BUJARI";120013;2020;2;2;2
"AC";"BUJARI";120013;2020;2;3;9
"AC";"BUJARI";120013;2020;4;1;1
"AC";"BUJARI";120013;2020;4;2;1
"AC";"BUJARI";120013;2020;4;3;15
"AC";"BUJARI";120013;2021;2;1;2
"AC";"BUJARI";120013;2021;2;2;3
"AC";"BUJARI";120013;2021;2;3;7
"AC";"BUJARI";120013;2021;4;1;13
"AC";"BUJARI";120013;2021;4;3;13
"AC";"CAPIXABA";120017;2010;2;NA;1
"AC";"CAPIXABA";120017;2010;4;NA;6
"AC";"CAPIXABA";120017;2011;2;3;2
"AC";"CAPIXABA";120017;2011;4;3;1
"AC";"CAPIXABA";120017;2012;2;3;2
"AC";"CAPIXABA";120017;2012;4;3;4
"AC";"CAPIXABA";120017;2014;2;NA;5
"AC";"CAPIXABA";120017;2014;4;NA;1
"AC";"CAPIXABA";120017;2015;2;NA;1
"AC";"CAPIXABA";120017;2015;2;1;1
"AC";"CAPIXABA";120017;2015;2;2;1
"AC";"CAPIXABA";120017;2015;4;NA;12
"AC";"CAPIXABA";120017;2015;4;9;1
"AC";"CAPIXABA";120017;2016;2;1;1
"AC";"CAPIXABA";120017;2016;4;3;7
"AC";"CAPIXABA";120017;2017;2;3;1
"AC";"CAPIXABA";120017;2017;4;3;2
"AC";"CAPIXABA";120017;2018;2;1;2
"AC";"CAPIXABA";120017;2018;2;3;4
"AC";"CAPIXABA";120017;2018;4;1;2
"AC";"CAPIXABA";120017;2018;4;3;6
"AC";"CAPIXABA";120017;2019;2;1;10
"AC";"CAPIXABA";120017;2019;2;3;2
"AC";"CAPIXABA";120017;2019;4;1;7
"AC";"CAPIXABA";120017;2019;4;3;9
"AC";"CAPIXABA";120017;2020;2;2;1
"AC";"CAPIXABA";120017;2020;2;3;6
"AC";"CAPIXABA";120017;2020;4;1;2
"AC";"CAPIXABA";120017;2020;4;2;1
"AC";"CAPIXABA";120017;2020;4;3;17
"AC";"CAPIXABA";120017;2021;2;1;11
"AC";"CAPIXABA";120017;2021;2;2;1
"AC";"CAPIXABA";120017;2021;2;3;2
"AC";"CAPIXABA";120017;2021;2;9;1
"AC";"CAPIXABA";120017;2021;4;1;4
"AC";"CAPIXABA";120017;2021;4;3;10
"AC";"CRUZEIRO DO SUL";120020;2010;2;NA;9
"AC";"CRUZEIRO DO SUL";120020;2010;2;1;11
"AC";"CRUZEIRO DO SUL";120020;2010;2;2;10
"AC";"CRUZEIRO DO SUL";120020;2010;4;NA;17
"AC";"CRUZEIRO DO SUL";120020;2010;4;1;11
"AC";"CRUZEIRO DO SUL";120020;2010;4;2;5
"AC";"CRUZEIRO DO SUL";120020;2011;2;1;55
"AC";"CRUZEIRO DO SUL";120020;2011;2;2;25
"AC";"CRUZEIRO DO SUL";120020;2011;2;3;46
"AC";"CRUZEIRO DO SUL";120020;2011;4;1;21
"AC";"CRUZEIRO DO SUL";120020;2011;4;2;13
"AC";"CRUZEIRO DO SUL";120020;2011;4;3;55
"AC";"CRUZEIRO DO SUL";120020;2012;2;1;95
"AC";"CRUZEIRO DO SUL";120020;2012;2;2;51
"AC";"CRUZEIRO DO SUL";120020;2012;2;3;38
"AC";"CRUZEIRO DO SUL";120020;2012;4;1;36
"AC";"CRUZEIRO DO SUL";120020;2012;4;2;19
"AC";"CRUZEIRO DO SUL";120020;2012;4;3;34
"AC";"CRUZEIRO DO SUL";120020;2014;2;NA;28
"AC";"CRUZEIRO DO SUL";120020;2014;2;1;17
"AC";"CRUZEIRO DO SUL";120020;2014;2;2;39
"AC";"CRUZEIRO DO SUL";120020;2014;4;NA;27
"AC";"CRUZEIRO DO SUL";120020;2014;4;1;10
"AC";"CRUZEIRO DO SUL";120020;2014;4;2;21
"AC";"CRUZEIRO DO SUL";120020;2015;2;NA;47
"AC";"CRUZEIRO DO SUL";120020;2015;2;1;15
"AC";"CRUZEIRO DO SUL";120020;2015;2;2;25
"AC";"CRUZEIRO DO SUL";120020;2015;2;9;8
"AC";"CRUZEIRO DO SUL";120020;2015;4;NA;79
"AC";"CRUZEIRO DO SUL";120020;2015;4;1;15
"AC";"CRUZEIRO DO SUL";120020;2015;4;2;22
"AC";"CRUZEIRO DO SUL";120020;2015;4;9;3
"AC";"CRUZEIRO DO SUL";120020;2016;2;1;27
"AC";"CRUZEIRO DO SUL";120020;2016;2;2;21
"AC";"CRUZEIRO DO SUL";120020;2016;2;3;26
"AC";"CRUZEIRO DO SUL";120020;2016;4;1;12
"AC";"CRUZEIRO DO SUL";120020;2016;4;2;11
"AC";"CRUZEIRO DO SUL";120020;2016;4;3;33
"AC";"CRUZEIRO DO SUL";120020;2017;2;1;13
"AC";"CRUZEIRO DO SUL";120020;2017;2;2;7
"AC";"CRUZEIRO DO SUL";120020;2017;2;3;17
"AC";"CRUZEIRO DO SUL";120020;2017;4;1;2
"AC";"CRUZEIRO DO SUL";120020;2017;4;2;8
"AC";"CRUZEIRO DO SUL";120020;2017;4;3;25
"AC";"CRUZEIRO DO SUL";120020;2018;2;NA;1
"AC";"CRUZEIRO DO SUL";120020;2018;2;1;19
"AC";"CRUZEIRO DO SUL";120020;2018;2;2;61
"AC";"CRUZEIRO DO SUL";120020;2018;2;3;59
"AC";"CRUZEIRO DO SUL";120020;2018;4;1;9
"AC";"CRUZEIRO DO SUL";120020;2018;4;2;28
"AC";"CRUZEIRO DO SUL";120020;2018;4;3;76
"AC";"CRUZEIRO DO SUL";120020;2018;4;9;1
"AC";"CRUZEIRO DO SUL";120020;2019;2;1;43
"AC";"CRUZEIRO DO SUL";120020;2019;2;2;54
"AC";"CRUZEIRO DO SUL";120020;2019;2;3;48
"AC";"CRUZEIRO DO SUL";120020;2019;4;1;19
"AC";"CRUZEIRO DO SUL";120020;2019;4;2;43
"AC";"CRUZEIRO DO SUL";120020;2019;4;3;67
"AC";"CRUZEIRO DO SUL";120020;2020;2;1;23
"AC";"CRUZEIRO DO SUL";120020;2020;2;2;45
"AC";"CRUZEIRO DO SUL";120020;2020;2;3;48
"AC";"CRUZEIRO DO SUL";120020;2020;4;1;17
"AC";"CRUZEIRO DO SUL";120020;2020;4;2;41
"AC";"CRUZEIRO DO SUL";120020;2020;4;3;67
"AC";"CRUZEIRO DO SUL";120020;2021;2;1;106
"AC";"CRUZEIRO DO SUL";120020;2021;2;2;23
"AC";"CRUZEIRO DO SUL";120020;2021;2;3;36
"AC";"CRUZEIRO DO SUL";120020;2021;4;1;70
"AC";"CRUZEIRO DO SUL";120020;2021;4;2;13
"AC";"CRUZEIRO DO SUL";120020;2021;4;3;70
"AC";"EPITACIOLANDIA";120025;2010;2;NA;1
"AC";"EPITACIOLANDIA";120025;2010;2;1;1
"AC";"EPITACIOLANDIA";120025;2010;4;NA;2
"AC";"EPITACIOLANDIA";120025;2010;4;2;1
"AC";"EPITACIOLANDIA";120025;2011;2;1;1
"AC";"EPITACIOLANDIA";120025;2011;2;3;1
"AC";"EPITACIOLANDIA";120025;2011;4;1;2
"AC";"EPITACIOLANDIA";120025;2014;2;NA;3
"AC";"EPITACIOLANDIA";120025;2014;4;NA;7
"AC";"EPITACIOLANDIA";120025;2014;4;1;1
"AC";"EPITACIOLANDIA";120025;2014;4;2;1
"AC";"EPITACIOLANDIA";120025;2015;2;NA;1
"AC";"EPITACIOLANDIA";120025;2015;2;1;1
"AC";"EPITACIOLANDIA";120025;2015;2;2;1
"AC";"EPITACIOLANDIA";120025;2015;4;NA;6
"AC";"EPITACIOLANDIA";120025;2015;4;1;1
"AC";"EPITACIOLANDIA";120025;2015;4;2;1
"AC";"EPITACIOLANDIA";120025;2016;2;1;10
"AC";"EPITACIOLANDIA";120025;2016;2;2;1
"AC";"EPITACIOLANDIA";120025;2016;2;3;2
"AC";"EPITACIOLANDIA";120025;2016;4;1;10
"AC";"EPITACIOLANDIA";120025;2016;4;2;3
"AC";"EPITACIOLANDIA";120025;2016;4;3;4
"AC";"EPITACIOLANDIA";120025;2017;2;1;6
"AC";"EPITACIOLANDIA";120025;2017;2;3;1
"AC";"EPITACIOLANDIA";120025;2017;4;1;5
"AC";"EPITACIOLANDIA";120025;2017;4;2;1
"AC";"EPITACIOLANDIA";120025;2017;4;3;9
"AC";"EPITACIOLANDIA";120025;2018;2;1;5
"AC";"EPITACIOLANDIA";120025;2018;2;2;1
"AC";"EPITACIOLANDIA";120025;2018;2;3;3
"AC";"EPITACIOLANDIA";120025;2018;4;1;6
"AC";"EPITACIOLANDIA";120025;2018;4;2;2
"AC";"EPITACIOLANDIA";120025;2018;4;3;4
"AC";"EPITACIOLANDIA";120025;2019;2;1;9
"AC";"EPITACIOLANDIA";120025;2019;2;2;1
"AC";"EPITACIOLANDIA";120025;2019;2;3;2
"AC";"EPITACIOLANDIA";120025;2019;4;1;8
"AC";"EPITACIOLANDIA";120025;2019;4;2;2
"AC";"EPITACIOLANDIA";120025;2019;4;3;6
"AC";"EPITACIOLANDIA";120025;2020;2;1;8
"AC";"EPITACIOLANDIA";120025;2020;2;2;2
"AC";"EPITACIOLANDIA";120025;2020;2;3;1
"AC";"EPITACIOLANDIA";120025;2020;4;1;8
"AC";"EPITACIOLANDIA";120025;2020;4;2;1
"AC";"EPITACIOLANDIA";120025;2020;4;3;3
"AC";"EPITACIOLANDIA";120025;2021;2;1;11
"AC";"EPITACIOLANDIA";120025;2021;2;2;1
"AC";"EPITACIOLANDIA";120025;2021;2;3;1
"AC";"EPITACIOLANDIA";120025;2021;4;1;5
"AC";"EPITACIOLANDIA";120025;2021;4;2;4
"AC";"EPITACIOLANDIA";120025;2021;4;3;4
"AC";"FEIJO";120030;2010;2;1;1
"AC";"FEIJO";120030;2011;2;2;1
"AC";"FEIJO";120030;2011;2;3;1
"AC";"FEIJO";120030;2011;4;2;1
"AC";"FEIJO";120030;2011;4;3;1
"AC";"FEIJO";120030;2012;2;3;3
"AC";"FEIJO";120030;2012;2;9;2
"AC";"FEIJO";120030;2012;4;3;10
"AC";"FEIJO";120030;2012;4;9;1
"AC";"FEIJO";120030;2014;2;NA;6
"AC";"FEIJO";120030;2014;2;3;3
"AC";"FEIJO";120030;2014;4;NA;6
"AC";"FEIJO";120030;2014;4;1;1
"AC";"FEIJO";120030;2014;4;2;1
"AC";"FEIJO";120030;2014;4;3;1
"AC";"FEIJO";120030;2015;2;NA;7
"AC";"FEIJO";120030;2015;2;1;1
"AC";"FEIJO";120030;2015;2;9;6
"AC";"FEIJO";120030;2015;4;NA;19
"AC";"FEIJO";120030;2015;4;3;1
"AC";"FEIJO";120030;2015;4;9;5
"AC";"FEIJO";120030;2016;2;1;3
"AC";"FEIJO";120030;2016;2;2;2
"AC";"FEIJO";120030;2016;2;3;1
"AC";"FEIJO";120030;2016;2;9;2
"AC";"FEIJO";120030;2016;4;1;3
"AC";"FEIJO";120030;2016;4;2;1
"AC";"FEIJO";120030;2016;4;3;10
"AC";"FEIJO";120030;2016;4;9;1
"AC";"FEIJO";120030;2017;2;1;3
"AC";"FEIJO";120030;2017;2;2;4
"AC";"FEIJO";120030;2017;2;3;12
"AC";"FEIJO";120030;2017;4;1;6
"AC";"FEIJO";120030;2017;4;2;2
"AC";"FEIJO";120030;2017;4;3;54
"AC";"FEIJO";120030;2018;2;1;12
"AC";"FEIJO";120030;2018;2;2;4
"AC";"FEIJO";120030;2018;2;3;18
"AC";"FEIJO";120030;2018;4;1;9
"AC";"FEIJO";120030;2018;4;2;2
"AC";"FEIJO";120030;2018;4;3;19
"AC";"FEIJO";120030;2019;2;1;8
"AC";"FEIJO";120030;2019;2;3;10
"AC";"FEIJO";120030;2019;4;1;11
"AC";"FEIJO";120030;2019;4;2;3
"AC";"FEIJO";120030;2019;4;3;6
"AC";"FEIJO";120030;2020;2;1;6
"AC";"FEIJO";120030;2020;2;2;1
"AC";"FEIJO";120030;2020;2;3;3
"AC";"FEIJO";120030;2020;4;1;14
"AC";"FEIJO";120030;2020;4;2;1
"AC";"FEIJO";120030;2020;4;3;7
"AC";"FEIJO";120030;2021;2;1;19
"AC";"FEIJO";120030;2021;2;3;9
"AC";"FEIJO";120030;2021;4;1;16
"AC";"FEIJO";120030;2021;4;2;1
"AC";"FEIJO";120030;2021;4;3;10
"AC";"JORDAO";120032;2010;2;2;1
"AC";"JORDAO";120032;2010;4;2;1
"AC";"JORDAO";120032;2011;2;3;3
"AC";"JORDAO";120032;2011;4;3;9
"AC";"JORDAO";120032;2012;4;3;11
"AC";"JORDAO";120032;2014;2;NA;6
"AC";"JORDAO";120032;2014;2;3;1
"AC";"JORDAO";120032;2014;4;NA;13
"AC";"JORDAO";120032;2014;4;3;3
"AC";"JORDAO";120032;2015;2;NA;6
"AC";"JORDAO";120032;2015;4;NA;7
"AC";"JORDAO";120032;2016;2;3;2
"AC";"JORDAO";120032;2016;4;3;3
"AC";"JORDAO";120032;2017;2;3;4
"AC";"JORDAO";120032;2017;2;9;1
"AC";"JORDAO";120032;2017;4;2;1
"AC";"JORDAO";120032;2017;4;3;5
"AC";"JORDAO";120032;2018;2;1;2
"AC";"JORDAO";120032;2018;2;3;1
"AC";"JORDAO";120032;2018;4;1;1
"AC";"JORDAO";120032;2018;4;3;4
"AC";"JORDAO";120032;2019;2;1;2
"AC";"JORDAO";120032;2019;2;3;2
"AC";"JORDAO";120032;2019;4;1;1
"AC";"JORDAO";120032;2019;4;3;2
"AC";"JORDAO";120032;2020;2;3;1
"AC";"JORDAO";120032;2020;4;3;2
"AC";"JORDAO";120032;2021;2;1;1
"AC";"JORDAO";120032;2021;2;3;6
"AC";"JORDAO";120032;2021;4;1;2
"AC";"JORDAO";120032;2021;4;3;8
"AC";"MANCIO LIMA";120033;2010;2;NA;1
"AC";"MANCIO LIMA";120033;2010;2;2;1
"AC";"MANCIO LIMA";120033;2010;4;NA;5
"AC";"MANCIO LIMA";120033;2010;4;1;1
"AC";"MANCIO LIMA";120033;2011;2;1;9
"AC";"MANCIO LIMA";120033;2011;2;2;6
"AC";"MANCIO LIMA";120033;2011;2;3;5
"AC";"MANCIO LIMA";120033;2011;4;1;6
"AC";"MANCIO LIMA";120033;2011;4;2;2
"AC";"MANCIO LIMA";120033;2011;4;3;11
"AC";"MANCIO LIMA";120033;2012;2;1;10
"AC";"MANCIO LIMA";120033;2012;2;2;8
"AC";"MANCIO LIMA";120033;2012;2;3;6
"AC";"MANCIO LIMA";120033;2012;4;1;14
"AC";"MANCIO LIMA";120033;2012;4;2;8
"AC";"MANCIO LIMA";120033;2012;4;3;5
"AC";"MANCIO LIMA";120033;2014;2;NA;6
"AC";"MANCIO LIMA";120033;2014;2;1;7
"AC";"MANCIO LIMA";120033;2014;2;2;8
"AC";"MANCIO LIMA";120033;2014;4;NA;2
"AC";"MANCIO LIMA";120033;2014;4;1;1
"AC";"MANCIO LIMA";120033;2014;4;2;2
"AC";"MANCIO LIMA";120033;2015;2;NA;12
"AC";"MANCIO LIMA";120033;2015;2;2;7
"AC";"MANCIO LIMA";120033;2015;2;9;2
"AC";"MANCIO LIMA";120033;2015;4;NA;6
"AC";"MANCIO LIMA";120033;2015;4;1;2
"AC";"MANCIO LIMA";120033;2015;4;2;4
"AC";"MANCIO LIMA";120033;2015;4;9;2
"AC";"MANCIO LIMA";120033;2016;2;1;2
"AC";"MANCIO LIMA";120033;2016;2;2;1
"AC";"MANCIO LIMA";120033;2016;2;3;4
"AC";"MANCIO LIMA";120033;2016;4;1;4
"AC";"MANCIO LIMA";120033;2016;4;2;4
"AC";"MANCIO LIMA";120033;2016;4;3;9
"AC";"MANCIO LIMA";120033;2017;2;2;2
"AC";"MANCIO LIMA";120033;2017;2;3;6
"AC";"MANCIO LIMA";120033;2017;4;1;4
"AC";"MANCIO LIMA";120033;2017;4;2;3
"AC";"MANCIO LIMA";120033;2017;4;3;6
"AC";"MANCIO LIMA";120033;2018;2;1;4
"AC";"MANCIO LIMA";120033;2018;2;2;17
"AC";"MANCIO LIMA";120033;2018;2;3;13
"AC";"MANCIO LIMA";120033;2018;4;1;6
"AC";"MANCIO LIMA";120033;2018;4;2;9
"AC";"MANCIO LIMA";120033;2018;4;3;16
"AC";"MANCIO LIMA";120033;2019;2;1;5
"AC";"MANCIO LIMA";120033;2019;2;2;14
"AC";"MANCIO LIMA";120033;2019;2;3;8
"AC";"MANCIO LIMA";120033;2019;4;1;3
"AC";"MANCIO LIMA";120033;2019;4;2;10
"AC";"MANCIO LIMA";120033;2019;4;3;11
"AC";"MANCIO LIMA";120033;2020;2;1;5
"AC";"MANCIO LIMA";120033;2020;2;2;8
"AC";"MANCIO LIMA";120033;2020;2;3;3
"AC";"MANCIO LIMA";120033;2020;4;1;3
"AC";"MANCIO LIMA";120033;2020;4;2;8
"AC";"MANCIO LIMA";120033;2020;4;3;18
"AC";"MANCIO LIMA";120033;2021;2;1;27
"AC";"MANCIO LIMA";120033;2021;2;2;8
"AC";"MANCIO LIMA";120033;2021;2;3;5
"AC";"MANCIO LIMA";120033;2021;4;1;13
"AC";"MANCIO LIMA";120033;2021;4;2;3
"AC";"MANCIO LIMA";120033;2021;4;3;12
"AC";"MANOEL URBANO";120034;2010;2;2;1
"AC";"MANOEL URBANO";120034;2011;2;3;3
"AC";"MANOEL URBANO";120034;2011;4;3;3
"AC";"MANOEL URBANO";120034;2012;2;3;7
"AC";"MANOEL URBANO";120034;2012;4;3;5
"AC";"MANOEL URBANO";120034;2014;2;NA;2
"AC";"MANOEL URBANO";120034;2014;2;2;1
"AC";"MANOEL URBANO";120034;2014;4;NA;8
"AC";"MANOEL URBANO";120034;2015;2;NA;2
"AC";"MANOEL URBANO";120034;2015;2;1;1
"AC";"MANOEL URBANO";120034;2015;4;NA;1
"AC";"MANOEL URBANO";120034;2016;2;1;2
"AC";"MANOEL URBANO";120034;2016;2;3;1
"AC";"MANOEL URBANO";120034;2016;4;3;2
"AC";"MANOEL URBANO";120034;2017;4;3;1
"AC";"MANOEL URBANO";120034;2018;2;1;4
"AC";"MANOEL URBANO";120034;2018;4;3;5
"AC";"MANOEL URBANO";120034;2019;2;1;6
"AC";"MANOEL URBANO";120034;2019;2;2;1
"AC";"MANOEL URBANO";120034;2019;2;3;4
"AC";"MANOEL URBANO";120034;2019;4;1;4
"AC";"MANOEL URBANO";120034;2019;4;3;5
"AC";"MANOEL URBANO";120034;2020;2;1;2
